time_min,carbon_tax,inlet_temp,u1_flow,u1_outlet,u2_flow,u2_outlet,baseline_opex,optimized_opex,savings
332.0,65.0,23.74,7.75,99.74,6.42,119.87,7671.97,7420.12,251.86
333.0,65.0,23.8,7.75,99.76,6.41,119.88,7669.51,7410.07,259.44
334.0,65.0,23.86,7.74,99.76,6.4,119.89,7666.96,7399.24,267.72
335.0,65.0,23.92,7.73,99.75,6.39,119.89,7664.36,7388.37,275.98
336.0,65.0,23.98,7.72,99.74,6.38,119.88,7661.74,7378.02,283.72
337.0,65.0,24.04,7.72,99.73,6.37,119.86,7659.13,7368.37,290.76
338.0,65.0,24.1,7.71,99.71,6.36,119.84,7656.55,7359.61,296.95
339.0,65.0,24.15,7.71,99.69,6.35,119.82,7654.03,7352.07,301.95
340.0,65.0,24.2,7.7,99.67,6.34,119.8,7651.56,7345.75,305.81
341.0,65.0,24.25,7.7,99.65,6.34,119.77,7649.18,7340.62,308.55
342.0,65.0,24.3,7.69,99.63,6.34,119.75,7646.88,7336.87,310.01
343.0,65.0,24.35,7.69,99.62,6.34,119.73,7644.66,7334.27,310.4
344.0,65.0,24.39,7.69,99.62,6.34,119.71,7642.55,7332.45,310.09
345.0,65.0,24.44,7.69,99.61,6.34,119.7,7640.53,7331.07,309.46
346.0,65.0,24.48,7.69,99.61,6.35,119.69,7638.61,7330.28,308.33
347.0,65.0,24.51,7.69,99.61,6.35,119.69,7636.78,7329.73,307.05
348.0,65.0,24.55,7.69,99.62,6.36,119.69,7635.06,7329.22,305.84
349.0,65.0,24.58,7.69,99.62,6.36,119.69,7633.43,7328.41,305.02
350.0,65.0,24.61,7.69,99.63,6.37,119.69,7631.89,7327.67,304.23
351.0,65.0,24.64,7.69,99.63,6.37,119.7,7630.45,7326.64,303.82
352.0,65.0,24.67,7.68,99.64,6.38,119.71,7629.1,7325.49,303.61
353.0,65.0,24.69,7.68,99.64,6.38,119.72,7627.82,7323.86,303.96
354.0,65.0,24.72,7.68,99.64,6.38,119.73,7626.64,7322.12,304.51
355.0,65.0,24.74,7.68,99.64,6.38,119.74,7625.52,7320.27,305.25
356.0,65.0,24.76,7.68,99.63,6.38,119.74,7624.49,7318.3,306.19
357.0,65.0,24.78,7.68,99.63,6.38,119.75,7623.52,7316.75,306.77
358.0,65.0,24.79,7.67,99.63,6.38,119.75,7622.62,7315.07,307.55
359.0,65.0,24.81,7.67,99.62,6.38,119.76,7621.78,7313.44,308.34
360.0,65.0,24.83,7.67,99.62,6.38,119.76,7621.0,7312.01,308.99
361.0,65.0,24.84,7.67,99.62,6.38,119.76,7620.28,7310.63,309.65
362.0,65.0,24.85,7.67,99.61,6.38,119.76,7619.61,7309.28,310.33
363.0,65.0,24.86,7.67,99.61,6.38,119.76,7618.99,7308.33,310.66
364.0,65.0,24.88,7.67,99.61,6.38,119.76,7618.41,7307.39,311.02
365.0,65.0,24.89,7.67,99.61,6.38,119.75,7617.88,7306.48,311.39
366.0,65.0,24.89,7.67,99.61,6.38,119.75,7617.39,7305.8,311.59
367.0,65.0,24.9,7.67,99.6,6.38,119.75,7616.93,7305.14,311.79
368.0,65.0,24.91,7.67,99.6,6.38,119.75,7616.51,7304.85,311.66
369.0,65.0,24.92,7.67,99.6,6.38,119.75,7616.12,7304.58,311.54
370.0,65.0,24.93,7.67,99.61,6.38,119.75,7615.76,7304.32,311.44
371.0,65.0,24.93,7.67,99.61,6.38,119.75,7615.43,7303.72,311.72
372.0,65.0,24.94,7.67,99.61,6.38,119.75,7615.13,7303.14,311.99
373.0,65.0,24.94,7.67,99.61,6.38,119.75,7614.85,7302.58,312.27
374.0,65.0,25.45,7.66,99.65,6.38,119.75,7594.28,7283.19,311.08
375.0,65.0,25.85,7.66,99.71,6.38,119.76,7577.2,7265.51,311.7
376.0,65.0,26.17,7.66,99.79,6.38,119.78,7563.23,7248.35,314.88
377.0,65.0,26.42,7.65,99.86,6.38,119.81,7551.99,7230.58,321.41
378.0,65.0,26.61,7.63,99.91,6.37,119.83,7543.15,7212.16,330.99
379.0,65.0,26.74,7.62,99.94,6.37,119.85,7536.39,7193.77,342.62
380.0,65.0,26.83,7.6,99.94,6.36,119.86,7531.44,7175.89,355.55
381.0,65.0,26.89,7.58,99.93,6.35,119.87,7528.03,7159.54,368.5
382.0,65.0,26.91,7.57,99.89,6.34,119.86,7525.95,7144.8,381.15
383.0,65.0,26.92,7.55,99.83,6.33,119.84,7524.98,7132.9,392.08
384.0,65.0,26.9,7.54,99.77,6.32,119.82,7524.95,7124.49,400.46
385.0,65.0,26.87,7.53,99.69,6.32,119.78,7525.7,7119.35,406.36
386.0,65.0,26.82,7.53,99.62,6.32,119.74,7527.09,7118.36,408.73
387.0,65.0,27.14,7.53,99.59,6.32,119.71,7513.88,7107.19,406.68
388.0,65.0,27.38,7.53,99.59,6.32,119.68,7503.66,7100.12,403.54
389.0,65.0,27.54,7.53,99.6,6.32,119.66,7496.06,7095.76,400.29
390.0,65.0,27.79,7.53,99.63,6.33,119.65,7485.22,7088.31,396.91
391.0,65.0,27.96,7.53,99.66,6.34,119.65,7477.26,7082.46,394.8
392.0,65.0,28.07,7.52,99.7,6.35,119.66,7471.8,7077.74,394.06
393.0,65.0,28.13,7.52,99.73,6.36,119.68,7468.46,7073.35,395.11
394.0,65.0,28.14,7.51,99.74,6.36,119.7,7466.94,7069.21,397.73
395.0,65.0,28.12,7.51,99.74,6.36,119.71,7466.94,7065.8,401.14
396.0,65.0,28.08,7.5,99.73,6.37,119.73,7468.21,7063.45,404.77
397.0,65.0,28.01,7.49,99.7,6.37,119.74,7470.53,7062.08,408.45
398.0,65.0,27.92,7.49,99.65,6.37,119.74,7473.7,7062.4,411.3
399.0,65.0,27.82,7.49,99.61,6.37,119.73,7477.54,7065.11,412.43
400.0,65.0,27.72,7.48,99.56,6.37,119.73,7481.91,7069.86,412.05
401.0,65.0,27.6,7.49,99.51,6.37,119.71,7486.68,7076.66,410.02
402.0,65.0,27.48,7.49,99.47,6.38,119.7,7491.73,7085.74,405.99
403.0,65.0,27.36,7.5,99.43,6.38,119.69,7496.98,7096.45,400.52
404.0,65.0,27.24,7.51,99.41,6.39,119.68,7502.33,7108.69,393.64
405.0,65.0,27.12,7.52,99.39,6.39,119.67,7507.73,7121.68,386.05
406.0,65.0,27.0,7.53,99.38,6.4,119.66,7513.11,7135.37,377.74
407.0,65.0,26.88,7.54,99.38,6.41,119.66,7518.43,7149.38,369.05
408.0,65.0,26.77,7.55,99.39,6.41,119.66,7523.66,7163.15,360.51
409.0,65.0,26.66,7.56,99.4,6.42,119.67,7528.75,7176.31,352.45
410.0,65.0,26.55,7.57,99.42,6.43,119.68,7533.7,7188.67,345.03
411.0,65.0,26.45,7.58,99.44,6.43,119.7,7538.47,7199.9,338.57
412.0,65.0,26.36,7.59,99.46,6.44,119.72,7543.06,7209.81,333.25
413.0,65.0,26.27,7.59,99.48,6.44,119.74,7547.46,7218.43,329.03
414.0,65.0,26.18,7.6,99.5,6.44,119.76,7551.66,7225.78,325.88
415.0,65.0,26.1,7.6,99.52,6.44,119.78,7555.65,7231.86,323.79
416.0,65.0,26.02,7.61,99.53,6.44,119.79,7559.45,7236.71,322.74
417.0,65.0,25.95,7.61,99.55,6.43,119.8,7563.04,7240.89,322.15
418.0,65.0,25.88,7.61,99.55,6.43,119.81,7566.43,7244.04,322.39
419.0,65.0,25.81,7.62,99.56,6.42,119.82,7569.63,7246.9,322.74
420.0,65.0,25.75,7.62,99.56,6.42,119.82,7572.64,7249.09,323.55
421.0,65.0,25.7,7.62,99.56,6.41,119.82,7575.47,7251.18,324.29
422.0,65.0,25.65,7.62,99.56,6.41,119.81,7578.12,7253.17,324.96
423.0,65.0,25.6,7.62,99.56,6.4,119.81,7580.61,7255.24,325.37
424.0,65.0,25.55,7.63,99.55,6.4,119.8,7582.93,7257.2,325.73
425.0,65.0,25.51,7.63,99.55,6.39,119.79,7585.1,7259.61,325.49
426.0,65.0,25.47,7.63,99.55,6.39,119.78,7587.12,7262.09,325.03
427.0,65.0,25.43,7.63,99.55,6.39,119.77,7589.0,7264.65,324.35
428.0,65.0,25.4,7.64,99.55,6.39,119.76,7590.75,7267.3,323.45
429.0,65.0,25.37,7.64,99.55,6.39,119.76,7592.38,7270.04,322.34
430.0,65.0,25.34,7.64,99.56,6.38,119.75,7593.9,7272.68,321.22
431.0,65.0,25.31,7.64,99.56,6.38,119.75,7595.3,7275.07,320.24
432.0,65.0,25.28,7.65,99.57,6.38,119.74,7596.6,7277.37,319.23
433.0,65.0,25.26,7.65,99.57,6.39,119.74,7597.81,7279.44,318.37
434.0,65.0,25.24,7.65,99.57,6.39,119.74,7598.93,7281.45,317.48
435.0,65.0,25.22,7.65,99.58,6.39,119.74,7599.96,7283.39,316.56
436.0,65.0,25.2,7.65,99.58,6.39,119.74,7600.91,7284.93,315.98
437.0,65.0,25.19,7.65,99.58,6.39,119.75,7601.79,7286.42,315.38
438.0,65.0,25.17,7.65,99.59,6.39,119.75,7602.61,7287.66,314.94
439.0,65.0,25.16,7.65,99.59,6.39,119.75,7603.36,7288.51,314.85
440.0,65.0,25.14,7.65,99.59,6.39,119.75,7604.05,7289.33,314.72
441.0,65.0,25.13,7.65,99.59,6.39,119.75,7604.69,7290.11,314.57
442.0,65.0,25.12,7.65,99.59,6.39,119.75,7605.27,7290.87,314.4
443.0,65.0,25.11,7.66,99.59,6.39,119.76,7605.81,7291.6,314.21
444.0,65.0,25.1,7.66,99.59,6.39,119.76,7606.31,7292.1,314.21
445.0,65.0,25.09,7.66,99.59,6.39,119.76,7606.77,7292.57,314.2
446.0,65.0,25.08,7.66,99.59,6.39,119.76,7607.19,7293.02,314.17
447.0,65.0,25.08,7.66,99.59,6.39,119.75,7607.57,7293.44,314.14
448.0,65.0,25.07,7.66,99.59,6.39,119.75,7607.93,7294.03,313.9
449.0,65.0,25.06,7.66,99.59,6.39,119.75,7608.25,7294.61,313.65
450.0,65.0,25.06,7.66,99.6,6.39,119.75,7608.55,7295.16,313.4
451.0,65.0,25.05,7.66,99.6,6.39,119.75,7608.83,7295.33,313.49
452.0,65.0,25.05,7.66,99.6,6.39,119.75,7609.08,7295.5,313.58
453.0,65.0,25.04,7.66,99.6,6.39,119.75,7609.31,7295.66,313.65
454.0,65.0,25.04,7.66,99.59,6.39,119.75,7609.52,7295.82,313.71
455.0,65.0,25.04,7.66,99.59,6.39,119.75,7609.71,7296.32,313.4
456.0,65.0,25.03,7.66,99.6,6.39,119.75,7609.89,7296.8,313.09
457.0,65.0,25.03,7.66,99.6,6.39,119.75,7610.05,7296.9,313.15
458.0,65.0,25.53,7.66,99.64,6.39,119.76,7589.94,7278.21,311.73
459.0,65.0,25.93,7.66,99.71,6.38,119.77,7573.28,7260.98,312.3
460.0,65.0,26.24,7.65,99.78,6.38,119.79,7559.68,7243.88,315.8
461.0,65.0,26.48,7.64,99.85,6.38,119.81,7548.79,7226.52,322.27
462.0,65.0,26.66,7.63,99.9,6.38,119.84,7540.26,7208.67,331.58
463.0,65.0,26.79,7.62,99.93,6.37,119.85,7533.78,7190.63,343.15
464.0,65.0,26.87,7.6,99.94,6.36,119.87,7529.08,7173.28,355.8
465.0,65.0,26.93,7.58,99.92,6.35,119.87,7525.9,7156.86,369.04
466.0,65.0,26.95,7.57,99.88,6.34,119.86,7524.02,7142.62,381.41
467.0,65.0,26.95,7.55,99.83,6.33,119.85,7523.25,7131.19,392.06
468.0,65.0,26.93,7.54,99.76,6.32,119.82,7523.39,7122.68,400.71
469.0,65.0,26.89,7.53,99.69,6.32,119.78,7524.29,7117.97,406.32
470.0,65.0,26.84,7.53,99.62,6.32,119.75,7525.82,7117.06,408.76
471.0,65.0,26.79,7.53,99.56,6.32,119.71,7527.85,7119.56,408.29
472.0,65.0,26.72,7.53,99.5,6.32,119.67,7530.29,7125.16,405.12
473.0,65.0,26.65,7.53,99.46,6.33,119.63,7533.02,7133.74,399.28
474.0,65.0,26.58,7.54,99.42,6.34,119.6,7535.99,7144.49,391.5
475.0,65.0,26.51,7.55,99.4,6.35,119.59,7539.12,7157.15,381.97
476.0,65.0,26.43,7.56,99.4,6.36,119.57,7542.36,7170.54,371.81
477.0,65.0,26.35,7.57,99.4,6.37,119.57,7545.65,7184.15,361.5
478.0,65.0,26.28,7.58,99.41,6.39,119.58,7548.96,7197.56,351.4
479.0,65.0,26.21,7.59,99.43,6.4,119.6,7552.25,7210.24,342.01
480.0,65.0,26.14,7.6,99.46,6.41,119.62,7555.5,7221.63,333.87
481.0,65.0,26.07,7.61,99.48,6.42,119.65,7558.69,7231.42,327.27
482.0,65.0,26.0,7.61,99.51,6.43,119.68,7561.79,7239.78,322.01
483.0,65.0,25.94,7.62,99.53,6.44,119.71,7564.8,7246.38,318.42
484.0,65.0,25.87,7.62,99.55,6.44,119.74,7567.69,7251.61,316.09
485.0,65.0,25.82,7.62,99.56,6.44,119.77,7570.48,7255.47,315.01
486.0,65.0,25.76,7.62,99.57,6.44,119.79,7573.14,7258.33,314.81
487.0,65.0,25.71,7.63,99.58,6.44,119.81,7575.68,7260.38,315.29
488.0,65.0,25.66,7.63,99.58,6.43,119.83,7578.09,7261.64,316.45
489.0,65.0,25.61,7.63,99.58,6.43,119.83,7580.38,7262.45,317.94
490.0,65.0,25.57,7.63,99.58,6.42,119.84,7582.55,7263.2,319.35
491.0,65.0,26.01,7.63,99.62,6.41,119.84,7564.94,7245.52,319.42
492.0,65.0,26.36,7.63,99.68,6.41,119.85,7550.58,7229.32,321.26
493.0,65.0,26.63,7.62,99.75,6.4,119.86,7539.09,7213.46,325.62
494.0,65.0,26.83,7.62,99.81,6.39,119.87,7530.11,7197.37,332.75
495.0,65.0,26.98,7.61,99.85,6.38,119.88,7523.33,7181.18,342.15
496.0,65.0,27.07,7.59,99.88,6.37,119.88,7518.45,7165.39,353.06
497.0,65.0,27.13,7.58,99.89,6.36,119.88,7515.2,7150.33,364.87
498.0,65.0,27.16,7.57,99.87,6.35,119.88,7513.34,7136.46,376.88
499.0,65.0,27.16,7.55,99.84,6.34,119.86,7512.67,7124.63,388.03
500.0,65.0,27.13,7.54,99.79,6.33,119.84,7512.98,7115.34,397.63
501.0,65.0,27.1,7.53,99.73,6.32,119.81,7514.11,7109.08,405.02
502.0,65.0,27.04,7.52,99.66,6.32,119.77,7515.91,7106.19,409.72
503.0,65.0,26.98,7.52,99.6,6.32,119.73,7518.25,7107.02,411.23
504.0,65.0,26.91,7.52,99.54,6.32,119.69,7521.01,7111.05,409.97
505.0,65.0,26.83,7.52,99.48,6.32,119.65,7524.11,7118.13,405.98
506.0,65.0,26.75,7.53,99.44,6.33,119.62,7527.45,7128.16,399.29
507.0,65.0,26.67,7.54,99.41,6.34,119.6,7530.96,7140.11,390.85
508.0,65.0,26.1,7.55,99.36,6.35,119.58,7554.19,7171.31,382.88
509.0,65.0,25.63,7.56,99.29,6.37,119.56,7574.12,7201.62,372.5
510.0,65.0,25.25,7.57,99.22,6.38,119.54,7591.09,7231.98,359.11
511.0,65.0,24.93,7.59,99.16,6.4,119.53,7605.41,7262.59,342.82
512.0,65.0,24.67,7.62,99.13,6.42,119.52,7617.39,7293.11,324.28
513.0,65.0,24.47,7.64,99.13,6.43,119.53,7627.3,7322.67,304.63
514.0,65.0,24.31,7.66,99.15,6.45,119.55,7635.38,7350.0,285.38
515.0,65.0,24.19,7.69,99.19,6.47,119.57,7641.87,7374.44,267.43
516.0,65.0,24.1,7.71,99.25,6.48,119.61,7646.98,7395.52,251.46
517.0,65.0,24.03,7.72,99.33,6.49,119.66,7650.89,7412.36,238.53
518.0,65.0,23.99,7.74,99.41,6.5,119.71,7653.77,7424.29,229.48
519.0,65.0,23.97,7.75,99.49,6.5,119.77,7655.77,7431.56,224.21
520.0,65.0,23.96,7.75,99.56,6.5,119.82,7657.02,7434.18,222.84
521.0,65.0,23.96,7.75,99.63,6.5,119.87,7657.65,7432.91,224.73
522.0,65.0,23.97,7.75,99.68,6.49,119.92,7657.74,7427.9,229.85
523.0,65.0,23.99,7.75,99.72,6.47,119.95,7657.4,7419.98,237.42
524.0,65.0,24.02,7.74,99.75,6.46,119.98,7656.7,7410.02,246.68
525.0,65.0,24.05,7.73,99.76,6.44,119.99,7655.72,7398.43,257.29
526.0,65.0,24.08,7.73,99.76,6.42,119.99,7654.51,7386.36,268.14
527.0,65.0,24.12,7.72,99.75,6.4,119.97,7653.12,7374.4,278.72
528.0,65.0,24.16,7.71,99.73,6.38,119.95,7651.59,7363.28,288.31
529.0,65.0,24.2,7.7,99.71,6.37,119.93,7649.98,7353.36,296.61
530.0,65.0,24.24,7.7,99.69,6.35,119.89,7648.3,7344.61,303.68
531.0,65.0,24.28,7.69,99.67,6.34,119.85,7646.58,7337.42,309.16
532.0,65.0,24.32,7.69,99.64,6.33,119.82,7644.85,7331.76,313.09
533.0,65.0,24.36,7.69,99.63,6.33,119.78,7643.12,7327.78,315.34
534.0,65.0,24.4,7.69,99.61,6.32,119.74,7641.42,7324.95,316.47
535.0,65.0,24.44,7.69,99.6,6.33,119.72,7639.74,7323.62,316.12
536.0,65.0,24.47,7.69,99.6,6.33,119.69,7638.11,7323.03,315.08
537.0,65.0,24.51,7.69,99.6,6.33,119.67,7636.53,7323.03,313.5
538.0,65.0,24.54,7.69,99.6,6.34,119.66,7635.0,7323.43,311.57
539.0,65.0,24.57,7.69,99.6,6.35,119.66,7633.54,7324.04,309.5
540.0,65.0,24.6,7.69,99.61,6.35,119.66,7632.13,7324.68,307.46
541.0,65.0,24.63,7.69,99.62,6.36,119.67,7630.79,7324.98,305.81
542.0,65.0,24.65,7.69,99.62,6.37,119.67,7629.52,7324.78,304.74
543.0,65.0,24.68,7.68,99.63,6.37,119.68,7628.31,7324.64,303.67
544.0,65.0,24.7,7.68,99.63,6.38,119.7,7627.17,7324.01,303.16
545.0,65.0,24.72,7.68,99.64,6.38,119.71,7626.09,7323.05,303.04
546.0,65.0,24.74,7.68,99.64,6.39,119.72,7625.07,7321.61,303.46
547.0,65.0,24.76,7.68,99.64,6.39,119.74,7624.12,7320.05,304.07
548.0,65.0,24.78,7.68,99.63,6.39,119.75,7623.22,7318.16,305.06
549.0,65.0,24.8,7.67,99.63,6.39,119.75,7622.38,7316.49,305.89
550.0,65.0,24.81,7.67,99.63,6.39,119.76,7621.59,7314.88,306.71
551.0,65.0,24.83,7.67,99.62,6.39,119.76,7620.86,7313.12,307.74
552.0,65.0,24.84,7.67,99.62,6.39,119.77,7620.17,7311.76,308.41
553.0,65.0,24.85,7.67,99.62,6.39,119.77,7619.53,7310.24,309.29
554.0,65.0,24.86,7.67,99.61,6.38,119.77,7618.93,7308.74,310.19
555.0,65.0,24.87,7.67,99.61,6.38,119.76,7618.38,7307.64,310.74
556.0,65.0,24.88,7.67,99.61,6.38,119.76,7617.86,7306.75,311.11
557.0,65.0,24.89,7.67,99.6,6.38,119.76,7617.39,7305.89,311.5
558.0,65.0,24.9,7.67,99.6,6.38,119.76,7616.94,7305.4,311.54
559.0,65.0,24.91,7.67,99.6,6.38,119.75,7616.53,7304.92,311.62
560.0,65.0,24.92,7.67,99.6,6.38,119.75,7616.15,7304.64,311.51
561.0,65.0,24.92,7.67,99.6,6.38,119.75,7615.8,7304.38,311.42
562.0,65.0,24.93,7.67,99.61,6.38,119.75,7615.47,7304.13,311.34
563.0,65.0,24.94,7.67,99.61,6.38,119.75,7615.17,7303.54,311.63
564.0,65.0,24.94,7.67,99.61,6.38,119.75,7614.9,7302.97,311.92
565.0,65.0,24.95,7.67,99.61,6.38,119.75,7614.64,7302.43,312.21
566.0,65.0,24.95,7.66,99.61,6.38,119.75,7614.4,7301.91,312.5
567.0,65.0,24.96,7.66,99.61,6.38,119.75,7614.19,7301.4,312.78
568.0,65.0,24.96,7.66,99.6,6.38,119.75,7613.98,7300.92,313.07
569.0,65.0,24.96,7.66,99.6,6.38,119.74,7613.8,7300.81,312.99
570.0,65.0,24.97,7.66,99.6,6.38,119.74,7613.63,7300.9,312.73
571.0,65.0,24.97,7.66,99.6,6.38,119.74,7613.47,7301.0,312.48
572.0,65.0,24.97,7.66,99.6,6.38,119.75,7613.33,7301.1,312.23
573.0,65.0,24.97,7.66,99.6,6.38,119.75,7613.2,7301.0,312.2
574.0,65.0,24.98,7.66,99.6,6.38,119.75,7613.08,7300.91,312.17
575.0,65.0,24.98,7.66,99.6,6.38,119.75,7612.97,7300.82,312.14
576.0,65.0,24.98,7.66,99.61,6.38,119.75,7612.86,7300.74,312.12
577.0,65.0,24.98,7.66,99.61,6.38,119.75,7612.77,7300.31,312.46
578.0,65.0,24.98,7.66,99.6,6.38,119.75,7612.68,7299.89,312.79
579.0,65.0,24.98,7.66,99.6,6.38,119.75,7612.6,7299.85,312.75
580.0,65.0,24.99,7.66,99.6,6.38,119.75,7612.53,7299.81,312.72
581.0,65.0,24.99,7.66,99.6,6.38,119.75,7612.47,7299.77,312.7
582.0,65.0,24.99,7.66,99.6,6.38,119.75,7612.41,7299.73,312.68
583.0,65.0,24.99,7.66,99.6,6.38,119.75,7612.35,7299.69,312.66
584.0,65.0,24.99,7.66,99.6,6.38,119.75,7612.3,7299.65,312.65
585.0,65.0,24.99,7.66,99.6,6.38,119.75,7612.25,7299.62,312.63
586.0,65.0,24.99,7.66,99.6,6.38,119.75,7612.21,7299.59,312.62
587.0,65.0,24.99,7.66,99.6,6.38,119.75,7612.17,7299.56,312.61
588.0,65.0,24.99,7.66,99.6,6.38,119.75,7612.14,7299.53,312.61
589.0,65.0,24.99,7.66,99.6,6.38,119.75,7612.1,7299.5,312.6
590.0,65.0,24.99,7.66,99.6,6.38,119.75,7612.07,7299.48,312.6
591.0,65.0,24.99,7.66,99.61,6.38,119.75,7612.05,7299.45,312.59
592.0,65.0,25.0,7.66,99.6,6.38,119.75,7612.02,7299.08,312.95
593.0,65.0,25.0,7.66,99.6,6.38,119.75,7612.0,7299.07,312.93
594.0,65.0,25.0,7.66,99.6,6.38,119.75,7611.98,7299.06,312.92
595.0,65.0,25.0,7.66,99.6,6.38,119.75,7611.96,7299.05,312.91
596.0,65.0,25.0,7.66,99.6,6.38,119.75,7611.94,7299.04,312.9
597.0,65.0,25.0,7.66,99.6,6.38,119.75,7611.93,7299.04,312.89
598.0,65.0,25.0,7.66,99.6,6.38,119.75,7611.91,7299.03,312.88
599.0,65.0,25.0,7.66,99.6,6.38,119.75,7611.9,7299.02,312.88
600.0,65.0,25.0,7.66,99.6,6.38,119.75,7611.89,7299.01,312.87
601.0,65.0,25.0,7.66,99.6,6.38,119.75,7611.87,7299.01,312.87
602.0,65.0,25.0,7.66,99.6,6.38,119.75,7611.86,7299.0,312.87
603.0,65.0,25.0,7.66,99.6,6.38,119.75,7611.86,7298.99,312.86
604.0,65.0,25.0,7.66,99.6,6.38,119.75,7611.85,7298.99,312.86
605.0,65.0,25.0,7.66,99.6,6.38,119.75,7611.84,7298.98,312.86
606.0,65.0,25.5,7.66,99.65,6.38,119.75,7591.55,7280.16,311.39
607.0,65.0,25.9,7.66,99.71,6.38,119.77,7574.74,7262.66,312.08
608.0,65.0,26.21,7.65,99.79,6.38,119.79,7561.0,7245.47,315.53
609.0,65.0,26.46,7.64,99.85,6.38,119.81,7549.98,7227.66,322.31
610.0,65.0,26.64,7.63,99.91,6.37,119.83,7541.33,7209.75,331.58
611.0,65.0,26.77,7.62,99.94,6.37,119.85,7534.75,7191.48,343.26
612.0,65.0,26.86,7.6,99.94,6.36,119.86,7529.95,7173.72,356.23
613.0,65.0,26.91,7.58,99.92,6.35,119.87,7526.69,7157.48,369.21
614.0,65.0,26.94,7.57,99.88,6.34,119.86,7524.74,7143.19,381.54
615.0,65.0,26.94,7.55,99.83,6.33,119.84,7523.89,7131.73,392.16
616.0,65.0,26.92,7.54,99.76,6.32,119.82,7523.97,7123.38,400.58
617.0,65.0,26.88,7.53,99.69,6.32,119.78,7524.81,7118.65,406.17
618.0,65.0,26.84,7.53,99.62,6.32,119.75,7526.29,7117.71,408.58
619.0,65.0,26.78,7.53,99.56,6.32,119.71,7528.28,7120.18,408.1
620.0,65.0,26.72,7.53,99.5,6.32,119.67,7530.67,7125.75,404.92
621.0,65.0,26.65,7.53,99.46,6.33,119.63,7533.37,7134.3,399.06
622.0,65.0,26.57,7.54,99.42,6.34,119.6,7536.3,7145.03,391.27
623.0,65.0,26.5,7.55,99.4,6.35,119.59,7539.4,7157.66,381.74
624.0,65.0,26.43,7.56,99.4,6.36,119.58,7542.61,7171.04,371.57
625.0,65.0,26.35,7.57,99.4,6.37,119.57,7545.88,7184.42,361.45
626.0,65.0,26.28,7.58,99.41,6.39,119.58,7549.16,7197.82,351.34
627.0,65.0,26.2,7.59,99.43,6.4,119.6,7552.44,7210.48,341.96
628.0,65.0,26.13,7.6,99.46,6.41,119.62,7555.67,7221.86,333.81
629.0,65.0,26.06,7.61,99.48,6.42,119.65,7558.84,7231.63,327.21
630.0,65.0,26.0,7.61,99.51,6.43,119.68,7561.93,7239.98,321.95
631.0,65.0,25.93,7.62,99.53,6.44,119.71,7564.92,7246.57,318.35
632.0,65.0,25.87,7.62,99.55,6.44,119.74,7567.8,7251.78,316.02
633.0,65.0,25.81,7.62,99.56,6.44,119.77,7570.58,7255.64,314.94
634.0,65.0,25.76,7.62,99.58,6.44,119.79,7573.23,7258.49,314.74
635.0,65.0,25.71,7.63,99.58,6.44,119.81,7575.76,7260.18,315.58
636.0,65.0,25.66,7.63,99.58,6.43,119.83,7578.17,7261.44,316.72
637.0,65.0,25.61,7.63,99.58,6.43,119.83,7580.45,7262.26,318.19
638.0,65.0,25.57,7.63,99.58,6.42,119.84,7582.61,7263.01,319.6
639.0,65.0,25.53,7.63,99.58,6.41,119.83,7584.65,7263.5,321.15
640.0,65.0,25.49,7.63,99.57,6.41,119.83,7586.57,7264.11,322.46
641.0,65.0,25.45,7.63,99.57,6.4,119.82,7588.38,7265.0,323.37
642.0,65.0,25.42,7.63,99.56,6.39,119.81,7590.07,7266.01,324.07
643.0,65.0,25.39,7.64,99.56,6.39,119.8,7591.67,7267.48,324.18
644.0,65.0,25.36,7.64,99.56,6.38,119.78,7593.15,7269.05,324.1
645.0,65.0,25.33,7.64,99.56,6.38,119.77,7594.55,7270.93,323.61
646.0,65.0,25.3,7.64,99.56,6.38,119.76,7595.84,7272.93,322.92
647.0,65.0,25.28,7.64,99.56,6.38,119.75,7597.05,7275.03,322.02
648.0,65.0,25.26,7.65,99.56,6.38,119.75,7598.18,7277.26,320.93
649.0,65.0,25.24,7.65,99.56,6.38,119.74,7599.23,7279.41,319.83
650.0,65.0,25.22,7.65,99.57,6.38,119.74,7600.21,7281.68,318.52
651.0,65.0,25.2,7.65,99.57,6.38,119.73,7601.11,7283.54,317.57
652.0,65.0,25.18,7.65,99.58,6.38,119.73,7601.95,7285.54,316.41
653.0,65.0,25.17,7.65,99.58,6.38,119.74,7602.73,7287.14,315.59
654.0,65.0,25.16,7.65,99.59,6.39,119.74,7603.45,7288.5,314.95
655.0,65.0,25.64,7.65,99.63,6.39,119.75,7583.95,7270.78,313.17
656.0,65.0,26.03,7.65,99.7,6.39,119.76,7567.85,7254.48,313.37
657.0,65.0,26.33,7.65,99.78,6.39,119.78,7554.77,7238.29,316.48
658.0,65.0,26.56,7.64,99.85,6.38,119.81,7544.34,7221.45,322.89
659.0,65.0,26.73,7.63,99.9,6.38,119.83,7536.24,7203.9,332.33
660.0,65.0,26.85,7.61,99.93,6.37,119.85,7530.14,7186.34,343.8
661.0,65.0,26.93,7.6,99.94,6.36,119.87,7525.79,7169.25,356.54
662.0,65.0,26.98,7.58,99.92,6.35,119.87,7522.93,7153.08,369.85
